Title,Framework,Hook Score,Why
"How a South African Who Came From Poverty Changed His Life","","-89","The clearest difference between this video (32K views) and the Namibia video above (674K views) is the thumbnail. The Namibia thumbnail is bright and you can clearly see their faces. This thumbnail is dark and the subjects are small. It’s also a little wordy and complicated. To make it simpler and punchier, I would’ve worded it like this: “How a Poor South African Changed His Life”. Alright, that wraps up this week’s Creator Hooks! If you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"6 Uncomfortable Retirement “Truths” You Need to Hear…","","+466","List – Lists make videos feel more tangible and add some curiosity. Negativity – “Uncomfortable Truths” are way more interesting than, say, “Happy Truths”. Curiosity – This title makes you wonder what these “uncomfortable truths” are, so you have to watch."
"World’s Steepest Climb Vs World’s Best Climber: Can He Defeat It?","","+797","Extreme – Extreme things, like world’s steepest climb and best climber, make for an interesting story. X vs. Y – Everybody loves a little competition and they have to click to see what happened."
"Where Else To Self-Publish Books That’s NOT Amazon KDP – Self-Publish Low Content Books","","+874","Refute an objection – This channel’s audience might think their only option to self-publish books is Amazon KDP, so they’re interested to hear other options. Curiosity – A simple way to build curiosity is to tell your audience about what something is not, so they have to click and find out what it is."
"Food Sticking to Stainless Steel Pans? 4 Common Mistakes to Avoid","","+18966","Negativity – This title starts with a pain point and then talks about mistakes to avoid. List – Lists make videos feel more tangible and add some curiosity."
"Top 5 Ways To Train On Your Commute!","","-78","My first thought was that this flopped because it’s a narrow topic — how many people are actually riding their bike to work? But a video titled, “What’s The Best Way To Ride To Work? | GCN Commuter Challenge,” recently did well for this channel (350K views). My theory is that this flopped because those who are riding their bikes to work are doing it because they enjoy it, not because they’re trying to train hard on their way to work. Whether or not that’s true, the lesson is to always strive to know your audience better and understand their goals and motives. Alright, that wraps up this week’s Creator Hooks! If you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"24 HOURS IN THE CHEAPEST ALL-INCLUSIVE RESORT IN MEXICO (Playa Del Carmen)","","+393","Time Frame – People love time frames because they make a video feel more tangible — you know exactly what to expect and that makes you more excited to click on it. Extreme – The “Cheapest All-Inclusive” is much cooler than “A Cheap All-Inclusive” Desire – Even though it’s the cheapest one, this video is still about an all-inclusive resort, which is something this audience loves."
"How The YouTube Algorithm Works in 2022","","+555","Timeliness – Since the algorithm is always changing, adding “2022” at the end of the title lets the audience know this is relevant right now. Desire – YouTubers are obsessed with the algorithm."
"7 Dividend Stocks That Pay Me $500+ Per Month","","+752","List – Lists make a video feel more tangible and add some curiosity. Desire – This creator’s audience loves dividend stocks and loves to get paid every month."
"FIX LOWER BACK. BEFORE IT’S IRREVERSIBLE","","+1729","Negativity – This title is all about a pain point and a warning to go along with it."
"Angel Investing, Explained Easy!","","-70","Some topics just have a smaller audience. Here’s a screenshot from Google Trends of Angel Investing vs. Dividend Investing (the topic of a video that crushed it for this channel recently): Knowing that angel investing isn’t exactly the most popular topic, this creator could’ve spice up the title with some curiosity or negativity. Something like: The Best Investment Strategy Nobody Talks About



I Wish I Knew About This Investment Strategy 5 Years Ago Alright, that wraps up this week’s Creator Hooks! If you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"The Sudden Rise of UGC","","+422","Timeliness – This is about a current trend and it feels like news. People love news. New opportunity – UGC is a new opportunity for people trying to make money online (this creator’s audience). People love new opportunities because they haven’t failed at the new thing yet, so it offers hope. Negativity – This thumbnail sparks fear in the audience."
"If Only I Knew This About FASTING 5 Years Ago","","+540","Negativity – This is about a regret that this creator has. Curiosity – “If only I knew this…” builds curiosity by opening a loop. What did he wish he knew?!"
"How to Wake up Before 6am Everyday","","+595","Desire – The specific desire of “Wake up Before 6am” is much better than just, “Wake up Early.” Daily – People love things they can plug into their daily routine."
"from BROKE to ABUNDANCE mindset | *how this changed my life*","","+891","Transformation – From a bad state to a positive state promises a good story and is exactly what the audience wants. Curiosity – This builds curiosity a few ways. First, the “how this changed my life” part adds curiosity by opening a loop. Plus “changed my life” adds curiosity because it’s vague and open to interpretation. And finally, there’s contrast between “broke” and “abundance”."
"How MSG Affects the Brain (good, bad, and ugly)","","-82","This probably flopped because it doesn’t take a stance on MSG. Looking at some of his other videos, they’ve either had an opinion (unlike this title’s “good, bad, and ugly”) or built curiosity. The thumbnail is also bland and vague, just like the title. Here are some other angles he could’ve taken with the title: MSG’s Surprising Benefits for Brain Health (positive stance)



STOP Eating These Foods With MSG In Them (negative stance)



This Controversial Ingredient Can Change Your Brain (curiosity driven) Alright, that wraps up this week’s Creator Hooks! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"My HONEST Opinion After 1 Month in the Philippines","","+541","Time frame – This time frame gives his video credibility because he’s been there an entire month, as opposed to some people who’ve traveled there for just a few days. Curiosity – It might just be me, but the way he uses “HONEST” makes you feel like you’re getting insider information here."
"I SURVIVED 50 HOURS W/ LIVER KING…","","+554","Authority – Liver King’s name and picture makes a ton of people click. Negativity – “Survived” adds to the feeling that you’re about to watch an intense video with some tough adventures. Time Frame – The time frame of 50 hours makes this video feel more tangible and interesting."
"How to LOOK RICH and WEALTHY! Simple tips and tricks to achieve that sophisticated, polished look!","","+602","Desire – This creator really nailed down what their audience wants. “How to LOOK RICH and WEALTHY!” is way more specific than just, “How to Look Pretty.” Plus, people love simple tips and tricks."
"I Quit Teaching & Here’s What I Learned","","+702","Negativity – Quitting something good is a great way to get people’s attention. Curiosity – “Here’s What I Learned” opens a loop and makes you want to find out what she learned. Milestone – Your audience will love hearing about big milestones, like quitting a job."
"Your money is cheating on you (with your bank)","","-87","This title is a classic example of “clarity > cleverness.” It’s not immediately obvious what she means by, “your money is cheating on you.” And if you can’t instantly understand what a video is about, you’ll keep scrolling right past it. This probably would’ve done better with a clearer title, like, “You’re Losing Money Every Day (thanks to your bank)”. Alright, that wraps up this week’s Creator Hooks! If you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"17 hours in SINGAPORE CHANGI AIRPORT","","+350","Time Frame – People love time frames because they make videos feel more tangible. You can envision exactly how the video will go, which makes you more likely to click. (Note: just because you can envision how the video will go doesn’t mean you can envision what will happen. There’s still curiosity there that makes you want to watch.) These next two click triggers are theories, and I may be stretching it a bit… Curiosity – This video is counterintuitive. Nobody willingly spends 17 hours in an airport — why would you do that? This makes people click. Negativity – There’s fear here: nobody wants to spend 17 hours in an airport. This also makes you click."
"The Car Loan Bubble Just Popped (HUGE Recession Indicator)","","+593","Timeliness – The word “just” makes this video feel like news, and people love news. Negativity – This video is all about scary events: recessions and popping bubbles. Curiosity – Talking about the future builds curiosity, and this title ends by talking about the future."
"6 Reasons Your Photos are not SHARP","","+1055","List – Lists make a video feel more tangible and add some curiosity. Negativity – If you’re a photographer, you definitely don’t want your photos to look “not SHARP.” This creator does a great job at grabbing her audience’s attention by calling out a specific pain point."
"2 Products I Sell Every Christmas To EXPLODE My Etsy Store Sales (Holiday Print on Demand)","","+1345","List – Lists make a video feel more tangible and add some curiosity. Desire – Everyone in this creator’s audience would love to explode their Etsy store sales. Timeliness – Christmas is just around the corner and Etsy store owners are looking to prep for it."
"Can this machine help save the world?","","-80","Here are some of the other videos on this channel: We Tried 7 Simple Exercises to Strengthen our Relationship



How to Eat Less Sugar, Realistically



I Worked Out for 700 Days, Here’s How it Changed Me The audience is here because they want to save themselves, not save the world. There’s nothing wrong with that, of course. But as a creator, you need to know why your audience watches your channel and, if you want to avoid having your videos flop, make sure you’re delivering on that. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro."
"3 Feminine Habits Men Find WILDLY Attractive (Make His Heart RACE with Naturally Seductive Behavior)","","+637","Curiosity – There’s contrast between “feminine” and “men” which builds curiosity and makes you do a double take. List – Lists make videos more tangible and add some curiosity. Desire – Women would love to know what these habits are that men find attractive."
"Van Camping in a Heat Wave 111°F","","+1123","Extreme – 111°F increases the stakes in this videos, which makes for a more interesting story. Negativity – People love watching videos about scary things, like camping in a dangerous heatwave."
"I Bought 96 Stocks, Then Did Nothing for 816 Days…","","+1083","Curiosity – This title opens a loop because you want to know what happens after the 816 days. Also, the thumbnail opens a loop, too, by saying, “I Didn’t Expect This…” but not specifying what “this” is. Time Frame – Time frames make videos feel more tangible, which makes them more interesting."
"This NEW Approach to Photography Will Change Your Career FOREVER!","","+2718","New opportunity – People love new opportunities because they offer hope. Curiosity – “Change your career forever” is open-ended, so it opens a loop and builds curiosity."
"We ALL SUCK as BEGINNERS… (The Reality of Becoming a Professional Photographer)","","-94","This title used two of my favorite click triggers: negativity and calling out beginners. So why did it only get 2.8K views, while her video about a new approach to photography got 299K views? Keywords. But not in the way most people think about keywords… “We All Suck As Beginners” is too vague. It needs a keyword to let the audience (not the algorithm) know what her video is about. It could probably be better worded as “Why We All Suck As Beginner Photographers.” To add to this confusion, she’s holding a guitar and a camera in her hand. Which one is this video about? The guitar is obviously much bigger than the camera, so at first glance you might think this video is about sucking as a beginner guitar player, which is not what her channel is about. To avoid this mistake, be crystal clear on what your video is about and who it’s for, and make sure both of those align with your channel’s audience. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"Why Germans Don’t Buy Houses | Feli from Germany","","+359","Curiosity – Buying a house is a normal, innocent behavior, so it doesn’t make sense why an entire group of people wouldn’t buy a house."
"3 Bad Habits Every Poor Man Should Give Up","","+531","List – Lists make a video feel more tangible and add some curiosity. Negativity – There’s a little bit of fear here that makes you want to click and find out if you have these bad habits. Specific Audience – By calling out poor men specifically in the title, it makes poor men more likely to click."
"Engineer Builds GREATEST Ambulance Conversion EVER!","","+547","Extreme – Here’s another example of how taking it to the extreme makes for a fun video."
"Best 7 Work From Home Companies Currently Hiring | Remote Jobs Worldwide","","+757","List – Lists make a video feel more tangible and add some curiosity. Urgency – Since this video is about companies currently hiring, there’s a bit of urgency to click now. Desire – This creator’s audience is looking for jobs at remote companies."
"Hilarious Fails & Bloopers from “How German Sounds Compared To Other Languages”","","-92","This video probably flopped for a few reasons. First, this doesn’t really fit with the other videos on this channel. The other videos are all about differences between America and Germany or her experiences as a German in America. Second, you kinda have to have seen “How German Sounds Compared To Other Languages” to really appreciate this. This narrows down the total potential audience. Third, all of the thumbnails have her face on it, and many have the American or German flag. This doesn’t have either of the flags and it kinda has her face on it… but the mustache and wig make her less recognizable. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"6 BIG Purchases Retirees (Almost) Always Regret!","","+770","List – Lists make videos feel more tangible and they add some curiosity. Negativity – Our culture is obsessed with regrets, so that word catches people’s attention and gets them to click. Specific Audience – By calling out retirees specifically in the title, retirees are way more likely to click."
"Raised Garden Beds Are So Yesterday!","","+1012","Negativity – If you currently have a raised garden bed, you probably have a little FOMO because you’re doing something that’s no longer the best. Curiosity – If raised garden beds are so yesterday, what’s the best trend to follow today?"
"Eating The World’s Best Pizza in ITALY","","+1061","Epic – “The world’s best pizza” is so much cooler than “really good pizza”. Desire – The title and thumbnail are simple, but work great together to get you hungry and wanting to see more of this pizza."
"Building My Dream Tiny Home For Under $8000","","+14338","Desire – This creator’s audience would love to build their dream tiny home. Constraint – The fact that he built his dream tiny home for such a small amount of money makes for a great and intriguing story."
"Easy Tips for Conquering Your Fear of Flying","","-89","I think this video flopped for a few reasons. First, this channel is about going on crazy travel adventures across the world. Tips for conquering your fear of flying doesn’t really fit with what her audience is looking for from her channel. Second, how many people who love traveling across the world also have a fear of flying? According to the low amount of views this video got compared to the rest on her channel, it seems like not that many. And third, most of her thumbnails are of beautiful, brightly-colored destinations, not dark plane seats. This video may have served a specific purpose and helped 14,000 people in her audience, which is great. But if you’re looking to maximize views, be sure to pick a topic that a large segment of your audience wants to hear about. Alright, that wraps up this week’s Creator Hooks! If you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake (@jthomas__ on Twitter) P.S. Read previous editions here. P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"82hrs on Amtrak’s MOST SCENIC TRAIN! – The California Zephyr","","+909","Extreme – “Most Scenic Train” is much more interesting than “One of Amtrak’s Most Scenic Trains.” Time Frame – The “82hrs” makes this video feel more tangible and gives it credibility because it’s not just a walkthrough tour — they spent a long time on the train."
"Top 10 Poorest Counties in the US. (Poverty=Cheap Real Estate)","","+912","List – Lists make videos feel tangible and add some curiosity. Negativity – People are drawn to negative lists, like this one. When you look at this channel you see some of their highest-viewed videos are negative lists, like “10 Countries People Hate To Visit” and “Nevada’s Worst Rural Towns”. Desire – At the very end they slip in a benefit for real estate folks: “Poverty=Cheap Real Estate”"
"7 Things Plant Experts Do That You Probably Don’t","","+3589","List – Lists make videos feel tangible and add some curiosity. Authority – “Plant Experts” gives this video credibility. Curiosity – This feels like you’re getting some insider information, which builds curiosity. Negativity – “That You Probably Don’t” adds some FOMO to this title."
"Index Fund Investing Could Change Forever","","+3412","Curiosity – “Could Change Forever” builds curiosity two ways. First, it opens a loop and makes you wonder, “What will change? How will it change?” And second, it’s about the future, and people are inherently curious about the future. Negativity – The thumbnail is full of fear — the word, “worried,” and the creator with a worried expression — both of which help to grab your attention."
"Unboxing My New Monitor! | Apple Studio Display First Impressions","","-89","Most of the videos from this channel are about new laptops and phones. New laptops and phones are sexy. Are new monitors sexy? I don’t think so. Plus, almost everybody has a laptop and phone. Not everybody has a monitor. Lesson: if you want your videos to get lots of views, pick a sexy topic that has a big potential audience. Alright, that wraps up this week’s Creator Hooks! If you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. – Jake P.S. You can see past newsletter editions here. P.P.S. If you want to see all of the thumbnails and titles from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"What a Recession Could Mean For The Commercial Real Estate Market","","+380","Curiosity – This title builds curiosity two ways. First, it opens a loop by not answering what a recession could mean in the title, so you have to click and find out. And second, it’s talking about the future. The future is obviously unknown, so it builds curiosity. Negativity – Negative events, like recessions, get a lot of attention and clicks. Timeliness – Everybody is talking about a recession right now and this creator uses that to his advantage by riding that wave."
"How I Routinely Study With a Full Time Job when I’m TIRED","","+397","Constraint – Studying with the constraint of a full time job makes this video way more interesting. It introduces conflict, and conflict makes for a good story. Plus, many people in this creator’s audience are struggling with trying to study with a full time job, so they relate to this title. Refute objection – “With a full time job” and “when I’m tired” are both objections that people may have when they’re trying to study. When you get rid of people’s excuses in your title, they have no excuse to not watch your video."
"Why Shopping Carts Have Holes + 15 Things You Never Thought About","","+642","Curiosity – This title makes you feel like you’re getting in on a weird secret, and the “things you never thought about” enhances that feeling."
"How a Church Uses Mandalorian Tech | RED KOMODO and Unreal Engine Setup","","+772","Curiosity – The contrast between “church” (which feels non-techie) and “Mandalorian tech” (which feels futuristic) builds a ton of curiosity. Authority – “Mandalorian Tech” is an amazing way to describe tech. And it’s authoritative because, well, we’re talking about The Mandalorian."
"A Productive Day in the Life at Cajun Koi Academy (Kuma","","-89","This title feels too self-promotional. It feels like it’s all about the creator and his academy, rather than about the audience. I’m sure it made lots of money, but it might’ve been better framed as something like, “A Productive Day in the Life of a Study Expert” (his channel is about studying). Framing the video this way makes it feel like he’s aligning with the audience rather than promoting his academy. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. – Jake P.S. Follow me on Twitter for more title tips @jthomas__​ P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"Do NOT Shut Down Your Computer! (here’s why)","","+916","Negativity – This title is a warning for you to not shut down your computer. Curiosity – Shutting down your computer feels like an innocent thing to do, so this title builds curiosity because it doesn’t really make sense. It’s counterintuitive."
"German Neighborhoods are ILLEGAL IN AMERICA | Zoning & NIMBY-ism","","+993","Negativity – “Illegal” catches your eye and makes this video more interesting. Curiosity – Like the title above, this builds curiosity because it’s a drama-filled title about a seemingly innocent thing."
"Things I Never Pack Travel 2022","","+1870","Negativity – This is about things she never packs, not things she packs. We’re drawn to warnings like this. Timeliness – Slapping the current year on the end of the title is a great way to tell your audience that this video is relevant right now."
"12 digital products that can make AT LEAST $10k/month","","+2030","Desire – Everybody in this creator’s audience would love to have a product that earns $10K/month. List – Lists build curiosity and make a video feel more tangible."
"My Studio Tour 2022! Where we film & tools we use","","-89","This creator’s audience watches her channel for Excel and technology tips that they can use, not for a tour of the studio where she films. Plus, most of her thumbnails have her face nice and big on the thumbnail, not a zoomed out shot of her on a couch where you can’t really tell if it’s her or not. Both the topic and thumbnail style were new. If you’re going to branch out on one of these, at least use what’s proven for the other. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. – Jake P.S. Follow me on Twitter for more title tips @jthomas__​ P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"How Long Are We Going To Be In A Bear Market?","","+361","Curiosity – This title builds curiosity by asking a question. Negativity – This title uses negativity because it’s talking about a negative subject — bear markets. Timeliness – Since we’re currently in a bear market, this title joins the conversation in everyone’s mind."
"10 Simple Exercises To Improve Your Running","","+388","List – Lists add curiosity and make videos feel more tangible. Desire – Every runner wants to improve their running, and they’d also love to do it with simple exercises. Time Frame – The thumbnail includes a short, 10-minute time frame, which makes improving your running feel more achievable."
"5 THINGS ORGANIZED PEOPLE DO (That You Don’t )","","+410","Authority – Organized people have credibility here and this creator’s audience would love to be more like them. List – Lists add curiosity and make videos feel more tangible. Negativity – Finishing this title with “(That You Don’t)” gives you a little fomo. Curiosity – The thumbnail builds curiosity by opening up a loop."
"How to Instantly Make Anyone Respect You","","+727","Desire – Not only is this video about something this audience wants (respect), but it also promises to help them get it instantly."
"How This Pro Runner Handles Race Anxiety","","-75","This title has some good things going for it — authority and a pain point. So why did it flop? I think it’s because the pain point is only shared by a few people. Or maybe most people experience it so few times that by the time they see this video on their home page, they don’t care or have forgotten about it. Contrast this title with something like, “How This Pro Runner Handles Getting Tired While Running.” Everyone experiences this pain point, and they experience it every time they go for a run, so it’d probably get more views. The next time you make a video about a pain point, make sure that there’s enough demand for the video. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake P.S. Follow me on Twitter for more title tips @jthomas__​ P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"Most Underrated Pieces of Backpacking Equipment: Inexpensive Gear That Makes a Difference","","+340","Curiosity – There’s contrast (which adds curiosity) between “inexpensive gear” that “makes a difference.” And “underrated” adds to the curiosity, too. Desire – This creator’s audience loves good gear."
"this is the EASIEST way to find your style (no shopping required!)","","+358","Desire – This creator’s audience would love to find their style and do it the easiest way. Refute an Objection – The audience might be thinking they don’t have time or money to go shopping, but this title gets rid of that excuse."
"3-MUST DO-Daily Strength Exercises For Seniors","","+705","List – Lists build curiosity and make a video feel more tangible. Desire – This creator’s audience is looking for strength exercises to help them stay active. Daily Tips – People seem to really like exercises or habits you can plug into your daily routine. Specific Audience – If you’re a senior and you see this title, you feel like this video was made specifically for you, so you’re more likely to click."
"15 Websites That Will Pay You DAILY Within 24 Hours (Easy Work At Home Jobs)","","+710","Desire – This creator’s audience would love to make money daily and get an easy work at home job. List – Lists build curiosity and make a video feel more tangible. Time Frame – The time frame in this title refutes an objection. Many websites take a while to pay you, but this promises to tell you about websites that pay within 24 hours. Daily Tips – Another title with a daily benefit here."
"A Simple Day In My Life  How I Build an Outfit, Life Updates, What’s New In My Wardrobe","","-76","This title is all about the creator and has four different subjects, so it’s not as punchy. Plus, it’s about a simple day in her life — there’s no conflict, which is what makes a good story. Contrast this title with some of the others on her channel: “If I was starting my wardrobe from scratch, these are the pieces I’d buy (minimalist wardrobe)”



“What I learned by getting rid of 60% of my clothes ”



“7 things I cut from my budget that I don’t miss at all (where I spend & where I save)” These are more focused, have more emotion, and talk about pain points or desires the audience has. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please forward this email to them and send them to creatorhooks.com. Here’s to the war on boring content. – Jake P.S. Follow me on Twitter for more title tips @jthomas__​ P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"START Fishing A KEITECH Like This (Don’t FALL Behind)","","+377","Curiosity – “Like This” opens a loop and makes you wonder how to fish a keitech. Negativity – The “don’t fall behind” part at the end adds a warning."
"Just Permitted 56 Acres to make $50,000/month","","+411","Desire – This creator’s audience would love to make $50,000/month. Timeliness – Starting out with “Just” makes you feel like this video is about a new thing that just happened. It’s kinda mixing news and education together."
"Where does the POWER in the GOLF SWING Come From???","","+469","Curiosity – The title builds curiosity by asking a question. This audience may assume the answer is legs, but the thumbnail adds to the curiosity by showing a guy sitting down and not using his legs. Desire – Most golfers would love to have more power in their swing."
"BROKE AF? Start w/ Zero Make $250 a day online (DO THIS)","","+533","Curiosity – This title starts by asking a question to build curiosity, then finishes by opening a loop to build even more. Negativity – “Broke AF” is a big pain point many people in this creator’s audience have. Desire – This creator’s audience would love to make $250 a day online. Beginner Tips – If you’re a beginner starting from zero, you feel like this video was made for you."
"DON’T Fish Like Everyone Else (Fish The EXTREMES)","","-67","This title was good in that it’s got a warning and kinda opens a loop. But I think it flopped because it doesn’t speak to any real fear or desire. The audience doesn’t fear fishing like everyone else — they fear not catching fish. And they don’t care about fishing the extremes — they want to catch fish. Don’t try to be too clever with your titles and always think about what your audience wants. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake P.S. If you want to see all of the videos from every Creator Hooks edition in one place, check out creatorhookspro.com. Read last week’s edition »"
"21 Ways You Are Hurting Your Cat Without Realizing","","+566","List – Lists make a video more tangible (you know exactly what the video is about) and build curiosity. Negativity – Nobody wants to accidentally hurt their cat, so they watch this video to avoid doing that. Curiosity – Lists about negative things build lots of curiosity because you ask yourself, “Am I doing any of these?” and you’ve gotta watch to find out."
"WARNING: Bad News For Amazon Sellers","","+944","Negativity – Warnings work really well to get our attention and get us to click. Authority – Jeff Bezos’ shiny bald head is easily recognizable and quickly gets the audience’s attention."
"Asking YOUNG Millionaires How to be Successful","","+1430","Desire – Everyone in this creator’s audience wants to know how to be successful Authority – This creator is asking authority figures (young millionaires) how they did it. Curiosity – You really want to see what these young millionaires say, so you’ve gotta watch this video."
"THIS Simple Trick Makes Your Bathroom & Toilet SMELL AMAZING!","","+1634","Desire – This creator’s audience (and probably — hopefully — most people) would like to have their bathroom and toilet smell good. This title also promises a lot (an amazing-smelling bathroom) for a little (a simple trick). Curiosity – This title opens a loop by telling you there’s a simple trick to make your bathroom and toilet smell amazing, but not what that simple trick is."
"How to Cut and Dice a MANGO!  (real simple and fast life hacks)","","-78","The videos on this channel are mostly about cleaning and house hacks, not so much cooking and kitchen hacks. Cutting and dicing a mango may be a great topic, but it doesn’t seem like it’s a great topic for this channel. So when picking your next video topic, make sure you’re giving your audience what they really want to hear from YOU. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please send them to creatorhooks.com. Here’s to the war on boring content. – Jake P.S. Follow me on Twitter for more title tips @jthomas__ P.P.S. If you want to see all of the titles and thumbnails from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"10 Mixing Tips That Changed My Life","","+445","List – Lists make it easy to understand what the video is about and builds curiosity. Desire – “Changed my life” is a strong desire that many people have."
"HOW TO APPLY FOUNDATION FOR BEGINNERS | NINA UBHI","","+643","Beginner Tips – Beginners are the biggest, hungriest subset of any audience. Desire – A big portion of this creator’s audience wants to learn how to apply foundation perfectly."
"I no longer VLOOKUP(), I use this other function instead…","","+886","Negativity – This video is about stopping using a common function. Curiosity – Since VLOOKUP is a common and useful function, it’s counterintuitive to stop using it. Plus, this title opens up a loop at the end by not telling you what the other function is."
"8 Mind-Blowing Websites You Probably Didn’t Know Existed","","+6956","List – Have I told you lists make it easy to understand what the video is about and build curiosity? Curiosity – Describing these websites as “mind-blowing” and that “you probably didn’t know existed” builds curiosity."
"MY GO TO BEAUTY TOOLS AND MONTHLY SKINCARE REGIME 2022 | NINA UBHI","","-78","I think this video flopped because of the word “and”. Most successful videos are about a single topic, but this video is about two topics. In your titles, you want to make a big promise and deliver on it. When you start including multiple topics in your title you confuse your audience. And if you confuse you lose. Alright, that wraps up this week’s Creator Hooks! Have any questions about the hooks in this edition? Reply to this email and let me know! And if you know a fellow creator who needs help with writing better titles, please forward this email to them and send them to creatorhooks.com. Here’s to the war on boring content. – Jake P.S. Follow me on Twitter for more title tips @jthomas__​ P.P.S. If you want to see all of the videos from Creator Hooks in one place, check out Creator Hooks Pro. Read last week’s edition »"
"Will The Housing Market Crash By The End of The Year? – What banks don’t want you to know","","+447","Curiosity – This title starts off building curiosity with a question, and then at the end opens a loop with the phrase, “What banks don’t want you to know.” Negativity – This video is about the housing market crash and about what banks don’t want you to know… lots of fear and conspiracy in there. Timeliness – This video does particularly well because the housing market crash is a hot topic right now. Time Frame – By limiting the scope of this video to just the end of the year, it makes it more tangible and even gives some urgency for you to watch it. Authority – Banks are an authority in this space, and this title makes them an enemy, which makes you want to watch it even more."
"Unlocking Lightroom’s Darkest Editing Secret!","","+523","Curiosity – Unlocking a secret builds a ton of curiosity, plus there’s contrast between Lightroom and darkest secret. Negativity – “Lightroom’s Darkest Secret” has a lot of drama and conspiracy vibes. Beginner tips – The thumbnail mentions beginners."
"Everything I Spend Money On For My 7-Figure Blog | Blogging Expenses","","+863","Curiosity – You feel like you’re getting in on a secret because you’re learning about where she spends her money, which can be a taboo subject. Desire – This creator’s audience would love to have a 7-figure blog."
